Name,Display Name,Description,NRT Colors,NRT sizes,Parent,BREEZEMAX ACTIVE,On Hand,On Order,Store Description,Store Display Name,Image Name
KHS : KHS-Red-6X,Kids Hoodie Side Pocket,,Red,Kids 6x,KHS,Yes,582,,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Side Pocket Hoodie,KHS_Red
KHS : KHS-S.Grey-2,Kids Hoodie Side Pocket,,Sports Grey,Kids 2,KHS,Yes,60,500,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Side Pocket Hoodie,KHS_Sports Grey
KHS : KHS-S.Grey-4,Kids Hoodie Side Pocket,,Sports Grey,Kids 4,KHS,Yes,103,500,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Side Pocket Hoodie,KHS_Sports Grey
KHS : KHS-S.Grey-6X,Kids Hoodie Side Pocket,,Sports Grey,Kids 6x,KHS,Yes,209,400,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Side Pocket Hoodie,KHS_Sports Grey
KHS : KHS-Turq-2,Kids Hoodie Side Pocket,,Turquoise,Kids 2,KHS,Yes,382,,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Side Pocket Hoodie,KHS_Turquoise
KHS : KHS-Turq-4,Kids Hoodie Side Pocket,,Turquoise,Kids 4,KHS,Yes,346,,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Side Pocket Hoodie,KHS_Turquoise
KHS : KHS-Turq-6X,Kids Hoodie Side Pocket,,Turquoise,Kids 6x,KHS,Yes,351,,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Side Pocket Hoodie,KHS_Turquoise
KHS : KHS-Wht-2,Kids Hoodie Side Pocket,,White,Kids 2,KHS,Yes,,,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Side Pocket Hoodie,KHS_White
KHS : KHS-Wht-4,Kids Hoodie Side Pocket,,White,Kids 4,KHS,Yes,,,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Side Pocket Hoodie,KHS_White
KHS : KHS-Wht-6X,Kids Hoodie Side Pocket,,White,Kids 6x,KHS,Yes,,,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Side Pocket Hoodie,KHS_White
KHZ : KHZ-H.Char-2,Kids Basic Full-Zip Hoodie,,Heather Charcoal,Kids 2,KHZ,Yes,241,,,,KHZ_Heather Charcoal
KHZ : KHZ-H.Char-4,Kids Basic Full-Zip Hoodie,,Heather Charcoal,Kids 4,KHZ,Yes,240,,,,KHZ_Heather Charcoal
KHZ : KHZ-H.Char-6x,Kids Basic Full-Zip Hoodie,,Heather Charcoal,Kids 6x,KHZ,Yes,256,,,,KHZ_Heather Charcoal
KHZ : KHZ-Laven-2,Kids Basic Full-Zip Hoodie,,Lavender,Kids 2,KHZ,Yes,107,250,,,KHZ_Lavender
KHZ : KHZ-Laven-4,Kids Basic Full-Zip Hoodie,,Lavender,Kids 4,KHZ,Yes,90,250,,,KHZ_Lavender
KHZ : KHZ-Laven-6x,Kids Basic Full-Zip Hoodie,,Lavender,Kids 6x,KHZ,Yes,86,250,,,KHZ_Lavender
KHZ : KHZ-Navy-2,Kids Basic Full-Zip Hoodie,,Navy,Kids 2,KHZ,Yes,212,,,,KHZ_Navy
KHZ : KHZ-Navy-4,Kids Basic Full-Zip Hoodie,,Navy,Kids 4,KHZ,Yes,206,,,,KHZ_Navy
KHZ : KHZ-Navy-6x,Kids Basic Full-Zip Hoodie,,Navy,Kids 6x,KHZ,Yes,222,,,,KHZ_Navy
KHZ : KHZ-S.Grey-2,Kids Basic Full-Zip Hoodie,,Sports Grey,Kids 2,KHZ,Yes,249,,,,KHZ_Sports Grey
KHZ : KHZ-S.Grey-4,Kids Basic Full-Zip Hoodie,,Sports Grey,Kids 4,KHZ,Yes,254,,,,KHZ_Sports Grey
KHZ : KHZ-S.Grey-6x,Kids Basic Full-Zip Hoodie,,Sports Grey,Kids 6x,KHZ,Yes,240,,,,KHZ_Sports Grey
KSP : KSP-Laven-2,Kids Basic Sweatpants,,Lavender,Kids 2,KSP,Yes,,300,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Sweatpants,KSP_Lavender
KSP : KSP-Laven-4,Kids Basic Sweatpants,,Lavender,Kids 4,KSP,Yes,,300,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Sweatpants,KSP_Lavender
KSP : KSP-Laven-6x,Kids Basic Sweatpants,,Lavender,Kids 6x,KSP,Yes,,300,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Sweatpants,KSP_Lavender
KSP : KSP-Navy-2,Kids Basic Sweatpants,,Navy,Kids 2,KSP,Yes,,300,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Sweatpants,KSP_Navy
KSP : KSP-Navy-4,Kids Basic Sweatpants,,Navy,Kids 4,KSP,Yes,,300,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Sweatpants,KSP_Navy
KSP : KSP-Navy-6x,Kids Basic Sweatpants,,Navy,Kids 6x,KSP,Yes,,300,"<b>Blank Apparel:</b> <br>12 pieces per colour in assorted sizes. <br> <br><b>Custom Apparel:</b> <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums: <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour <br>Pants (Joggers, Shorts) – 12 pieces per colour <br> <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Sweatpants,KSP_Navy
KTS : KTS-Black-2,Kids T Shirt,,Black,Kids 2,KTS,Yes,704,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Black
KTS : KTS-Black-4,Kids T Shirt,,Black,Kids 4,KTS,Yes,339,300,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Black
KTS : KTS-Black-6X,Kids T Shirt,,Black,Kids 6x,KTS,Yes,24,800,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Black
KTS : KTS-Celd-2,Kids T Shirt,,Celadon,Kids 2,KTS,Yes,1240,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Celadon
KTS : KTS-Celd-4,Kids T Shirt,,Celadon,Kids 4,KTS,Yes,799,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Celadon
KTS : KTS-Celd-6X,Kids T Shirt,,Celadon,Kids 6x,KTS,Yes,624,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Celadon
KTS : KTS-Coral-2,Kids T Shirt,,Coral,Kids 2,KTS,Yes,866,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Coral
KTS : KTS-Coral-4,Kids T Shirt,,Coral,Kids 4,KTS,Yes,1302,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Coral
KTS : KTS-Coral-6X,Kids T Shirt,,Coral,Kids 6x,KTS,Yes,952,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Coral
KTS : KTS-For. Green-2,Kids T Shirt,,Forest Green,Kids 2,KTS,Yes,960,40,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Forest Green
KTS : KTS-For. Green-4,Kids T Shirt,,Forest Green,Kids 4,KTS,Yes,960,40,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Forest Green
KTS : KTS-For. Green-6x,Kids T Shirt,,Forest Green,Kids 6x,KTS,Yes,980,20,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Forest Green
KTS : KTS-H.Burg-2,Kids T Shirt,,Heather Burgundy,Kids 2,KTS,Yes,585,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Burgundy
KTS : KTS-H.Burg-4,Kids T Shirt,,Heather Burgundy,Kids 4,KTS,Yes,600,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Burgundy
KTS : KTS-H.Burg-6x,Kids T Shirt,,Heather Burgundy,Kids 6x,KTS,Yes,585,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Burgundy
KTS : KTS-H.Char-2,Kids T Shirt,,Heather Charcoal,Kids 2,KTS,Yes,919,300,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Charcoal
KTS : KTS-H.Char-4,Kids T Shirt,,Heather Charcoal,Kids 4,KTS,Yes,911,500,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Charcoal
KTS : KTS-H.Char-6X,Kids T Shirt,,Heather Charcoal,Kids 6x,KTS,Yes,1437,300,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Charcoal
KTS : KTS-H.Rose-2,Kids T Shirt,,Heather Rose,Kids 2,KTS,Yes,670,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Rose
KTS : KTS-H.Rose-4,Kids T Shirt,,Heather Rose,Kids 4,KTS,Yes,500,100,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Rose
KTS : KTS-H.Rose-6x,Kids T Shirt,,Heather Rose,Kids 6x,KTS,Yes,600,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Rose
KTS : KTS-H.Roy-2,Kids T Shirt,,Heather Royal,Kids 2,KTS,Yes,990,10,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Royal
KTS : KTS-H.Roy-4,Kids T Shirt,,Heather Royal,Kids 4,KTS,Yes,1010,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Royal
KTS : KTS-H.Roy-6x,Kids T Shirt,,Heather Royal,Kids 6x,KTS,Yes,1000,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Royal
KTS : KTS-H.Turq-2,Kids T Shirt,,Heather Turquoise,Kids 2,KTS,Yes,929,,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Turquoise
KTS : KTS-H.Turq-4,Kids T Shirt,,Heather Turquoise,Kids 4,KTS,Yes,562,400,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Turquoise
KTS : KTS-H.Turq-6X,Kids T Shirt,,Heather Turquoise,Kids 6x,KTS,Yes,618,400,"<b>Blank Apparel:</b>  <br>12 pieces per colour in assorted sizes.  <br>  <br><b>Custom Apparel:</b>  <br>48 prints per design, which can be placed on an assortment of our garments meeting the following style minimums:  <br>Short Sleeve Garments (Tees, Tanks) – 24 pieces per colour  <br>Long Sleeve Garments (Hoodies, Crews, Long Sleeves) – 12 pieces per colour  <br>Pants (Joggers, Shorts) – 12 pieces per colour  <br>  <br>*If your order does not meet the minimum, you will be contacted to revise it.",Kids Basic Tee,KTS_Heather Turquoise
